CODIGO,NOME,CONCELHO
50209,"Freixial do Campo",502
50210,"Juncal do Campo",502
50211,Lardosa,502
50212,"Louriçal do Campo",502
50213,Lousa,502
50214,"Malpica do Tejo",502
50215,Mata,502
50216,"Monforte da Beira",502
50217,"Ninho do Açor",502
50218,"Póvoa de Rio de Moinhos",502
50219,Retaxo,502
50220,"Salgueiro do Campo",502
50221,"Santo André das Tojeiras",502
50222,"São Vicente da Beira",502
50223,Sarzedas,502
50224,"Sobral do Campo",502
50225,Tinalhas,502
50301,"Aldeia do Carvalho",503
50302,"Aldeia de S Francisco de Assis",503
50303,"Aldeia do Souto",503
50304,Barco,503
50305,Boidobra,503
50306,Casegas,503
50307,"C Conceição",503
50308,"Cortes do Meio",503
50309,Dominguizo,503
50310,Erada,503
50311,Ferro,503
50312,Orjais,503
50313,Ourondo,503
50314,Paul,503
50315,Peraboa,503
50316,Peso,503
50317,"C Sta Maria",503
50318,"São Jorge da Beira",503
50319,"C S Martinho",503
50320,"C S Pedro",503
50321,Sarzedo,503
50322,"Sobral de São Miguel",503
50323,Teixoso,503
50324,Tortozendo,503
50325,"Unhais da Serra",503
50326,"Vale Formoso",503
50327,Verdelhos,503
50328,"Vales do Rio",503
50329,Coutada,503
50330,Cantar-Galo,503
50331,Canhoso,503
50401,Alcaide,504
50402,Alcaria,504
50403,Alcongosta,504
50404,"Aldeia de Joanes",504
50405,"Aldeia Nova do Cabo",504
50406,Alpedrinha,504
50407,"Atalaia do Campo",504
50408,Barroca,504
50409,"Bogas de Baixo",504
50410,"Bogas de Cima",504
50411,Capinha,504
50412,Castelejo,504
50413,"Castelo Novo",504
50414,Donas,504
50415,Escarigo,504
50416,Fatela,504
50417,Fundão,504
50418,"Janeiro de Cima",504
50419,Lavacolhos,504
50420,Orca,504
50421,"Pero Viseu",504
50422,"Póvoa de Atalaia",504
50423,Salgueiro,504
50424,Silvares,504
50425,Soalheira,504
50426,"Souto da Casa",504
50427,Telhado,504
50428,"Vale de Prazeres",504
50429,Valverde,504
50430,"Mata da Rainha",504
50431,Enxames,504
50501,Alcafozes,505
50502,"Aldeia de Santa Margarida",505
50503,Idanha-a-Nova,505
50504,Idanha-a-Velha,505
50505,Ladoeiro,505
50506,Medelim,505
50507,Monfortinho,505
50508,Monsanto,505
50509,Oledo,505
50510,"Penha Garcia",505
50511,Proença-a-Velha,505
50512,Rosmaninhal,505
50513,"Salvaterra do Extremo",505
50514,"São Miguel de Acha",505
50515,Segura,505
50516,Toulões,505
50517,Zebreira,505
50601,Álvaro,506
50602,Amieira,506
50603,Cambas,506
50604,Estreito,506
50605,Isna,506
50606,Madeirã,506
50607,Mosteiro,506
50608,Oleiros,506
50609,Orvalho,506
50610,"Sarnadas de São Simão",506
50611,Sobral,506
50612,"Vilar Barroco",506
50701,Águas,507
50702,"Aldeia do Bispo",507
50703,"Aldeia de João Pires",507
50704,Aranhas,507
50705,Bemposta,507
50706,Benquerença,507
50707,Meimão,507
50708,Meimoa,507
50709,"Pedrógão de São Pedro",507
50710,Penamacor,507
50711,Salvador,507
50712,"Vale da Senhora da Póvoa",507
50801,"Alvito da Beira",508
50802,"Montes da Senhora",508
50803,Peral,508
50804,Proença-a-Nova,508
50805,"São Pedro do Esteval",508
50806,"Sobreira Formosa",508
50901,Cabeçudo,509
50902,Carvalhal,509
50903,Castelo,509
50904,"Cernache do Bonjardim",509
50905,Cumeada,509
50906,Ermida,509
50907,Figueiredo,509
50908,Marmeleiro,509
50909,Nesperal,509
50910,Palhais,509
50911,"Pedrogão Pequeno",509
50912,Sertã,509
50913,Troviscal,509
50914,"Várzea dos Cavaleiros",509
51001,Fundada,510
51002,"São João do Peso",510
51003,"Vila de Rei",510
51101,Fratel,511
51102,Perais,511
51103,"Sarnadas de Rodão",511
51104,"Vila Velha de Rodão",511
60101,Anceriz,601
60102,Arganil,601
60103,"Barril de Alva",601
60104,Benfeita,601
60105,Celavisa,601
60106,Cepos,601
60107,Cerdeira,601
60108,Coja,601
60109,Folques,601
60110,"Moura da Serra",601
60111,Piodão,601
60112,Pomares,601
60113,"Pombeiro da Beira",601
60114,"São Martinho da Cortiça",601
60115,Sarzedo,601
60116,Secarias,601
60117,Teixeira,601
60118,"Vila Cova de Alva",601
60201,Ançã,602
60202,Bolho,602
60203,Cadima,602
60204,Cantanhede,602
60205,Cordinhã,602
60206,Covões,602
60207,Febres,602
60208,Murtede,602
60209,Ourentã,602
60210,Outil,602
60211,Pocariça,602
60212,Portunhos,602
60213,Sepins,602
60214,Tocha,602
60215,"São Caetano",602
60216,"Corticeiro de Cima",602
60217,Vilamar,602
60218,Sanguinheira,602
60219,Camarneira,602
60301,Almalagues,603
60302,"C Almedina",603
60303,Ameal,603
60304,Antanhol,603
60305,Antuzede,603
60306,Arzila,603
60307,Assafarge,603
60308,Botão,603
60309,Brasfemes,603
60310,"Castelo Viegas",603
60311,Ceira,603
60312,Cernache,603
60313,Eiras,603
60314,Lamarosa,603
60315,"Ribeira de Frades",603
60316,"Santa Clara",603
60317,"C Sta Cruz",603
60318,"Santo Antonio dos Olivais",603
60319,"C S Bartolomeu",603
60320,"São João do Campo",603
60321,"São Martinho de Árvore",603
60322,"São Martinho do Bispo",603
60323,"São Paulo de Frades",603
60324,"São Silvestre",603
60325,"C Sé Nova",603
60326,Souselas,603
60327,Taveiro,603
60328,"Torre de Vilela",603
60329,"Torres do Mondego",603
60330,Trouxemil,603
60331,"Vil de Matos",603
60401,Anobra,604
60402,Belide,604
60403,"Bem da Fé",604
60404,Condeixa-a-Nova,604
60405,Condeixa-a-Velha,604
60406,Ega,604
60407,Furadouro,604
60408,Sebal,604
60409,"Vila Seca",604
60410,Zambujal,604
60501,Alhadas,605
60502,Alqueidão,605
60503,Brenha,605
60504,Buarcos,605
60505,Ferreira-a-Nova,605
60506,Lavos,605
60507,Maiorca,605
60508,"Marinha das Ondas",605
60509,Paião,605
60510,Quiaios,605
60511,"São Julião da Figueira da Foz",605
60512,Tavarede,605
60513,"Vila Verde",605
60514,"São Pedro",605
60515,"Bom Sucesso",605
60516,Santana,605
60517,"Borda do Campo",605
60518,"Moinhos da Gândara",605
60601,Alvares,606
60602,Cadafaz,606
60603,Colmeal,606
60604,Gois,606
60605,"Vila Nova do Ceira",606
60701,"Casal de Ermio",607
60702,"Foz de Arouce",607
60703,Lousã,607
60704,Serpins,607
60705,Vilarinho,607
60801,Mira,608
60802,Seixo,608
60803,Carapelhos,608
60804,"Praia de Mira",608
60901,Lamas,609
60902,"Miranda do Corvo",609
60903,"Rio Vide",609
60904,Semide,609
60905,"Vila Nova",609
61001,Abrunheira,610
61002,Arazede,610
61003,Carapinheira,610
61004,Gatões,610
61005,Liceia,610
61006,"Meãs do Campo",610
61007,Montemor-o-Velho,610
61008,Pereira,610
61009,"Santo Varão",610
61010,"Seixo de Gatões",610
61011,Tentugal,610
61012,Verride,610
61013,"Vila Nova da Barca",610
61014,Ereira,610
61101,"Aldeia das Dez",611
61102,"Alvoco das Várzeas",611
61103,Avo,611
61104,Bobadela,611
61105,Ervedal,611
61106,Lagares,611
61107,"Lagos da Beira",611
61108,Lajeosa,611
61109,Lourosa,611
61110,Meruge,611
61111,"Nogueira do Cravo",611
61112,"Oliveira do Hospital",611
61113,"Penalva de Alva",611
61114,"Santa Ovaia",611
61115,"São Gião",611
61116,"São Paio de Gramaços",611
61117,"São Sebastião da Feira",611
61118,"Seixo da Beira",611
61119,"Travanca de Lagos",611
61120,"Vila Pouca da Beira",611
61121,"Vila Franca da Beira",611
61201,Cabril,612
61202,"Dornelas do Zezere",612
61203,Fajão,612
61204,"Janeiro de Baixo",612
61205,Machio,612
61206,"Pampilhosa da Serra",612
61207,Pessegueiro,612
61208,"Portela do Fojo",612
61209,Unhais-o-Velho,612
61210,Vidual,612
61301,Carvalho,613
61302,"Figueira de Lorvão",613
61303,Friumes,613
61304,Lorvão,613
61305,"Oliveira do Mondego",613
61306,Paradela,613
61307,Penacova,613
61308,"São Paio de Mondego",613
61309,"São Pedro de Alva",613
61310,"Sazes do Lorvão",613
61311,"Travanca do Mondego",613
61401,Cumeeira,614
61402,Espinhal,614
61403,Podentes,614
61404,Rabaçal,614
61405,"P Sta Eufémia",614
61406,"P S Miguel",614
61501,Alfarelos,615
61502,Brunhós,615
61503,Degracias,615
61504,"Figueiró do Campo",615
61505,Gesteira,615
61506,"Granja do Ulmeiro",615
61507,Pombalinho,615
61508,Samuel,615
61509,Soure,615
61510,Tapeus,615
61511,"Vila Nova de Anços",615
61512,"Vinha da Rainha",615
61601,Ázere,616
61602,Candosa,616
61603,Carapinha,616
61604,Covas,616
61605,Covelo,616
61606,Espariz,616
61607,"Meda de Mouros",616
61608,Midões,616
61609,Mouronho,616
61610,"Pinheiro de Coja",616
61611,"Povoa de Midões",616
61612,"São João da Boa Vista",616
61613,Sinde,616
61614,Tábua,616
61615,"Vila Nova de Oliveirinha",616
61701,Arrifana,617
61702,Lavegadas,617
61703,"Poiares (Sto André)",617
61704,"São Miguel de Poiares",617
70101,"A N Sra da Conceição",701
70102,"Juromenha (N Sra do Loreto)",701
70103,"Santiago Maior",701
70104,"Capelins (Sto António)",701
70105,"Terena (S Pedro)",701
70106,"São Brás Matos (Mina Bugalho)",701
70201,Arraiolos,702
70202,Igrejinha,702
70203,"Santa Justa",702
70204,"São Gregório",702
70205,"Gafanhoeira (S Pedro)",702
70206,Vimieiro,702
70207,Sabugueiro,702
70301,"B Matriz",703
70302,Orada,703
70303,"Rio de Moinhos",703
70304,"B S Bartolomeu",703
70401,Arcos,704
70402,Glória,704
70403,"E Sta Maria",704
70404,"Évora Monte (Sta Maria)",704
70405,"Santa Vitória do Ameixial",704
70406,"E Sto André",704
70407,"Santo Estevão",704
70408,"São Bento do Ameixial",704
70409,"São Bento de Ana Loura",704
70410,"São Bento do Cortiço",704
70411,"São Domingos de Ana Loura",704
70412,"São Lourenço de Mamporcão",704
70413,Veiros,704
70501,"N Sra da Boa Fé",705
70502,"N Sra da Graça do Divor",705
70503,"N Sra de Machede",705
70504,"N Sra da Torega",705
70505,"E Sto Antão",705
70506,"São Bento do Mato",705
70507,"E S Mamede",705
70508,"São Manços",705
70509,"São Miguel de Machede",705
70511,"São Vicente do Pigeiro",705
70512,"Sé e São Pedro",705
70513,"Torre dos Coelheiros",705
70514,"São Sebastião da Giesteira",705
70515,Canaviais,705
70516,"N Sra de Guadalupe",705
70517,Malagueira,705
70518,"Horta das Figueiras",705
70519,"Senhora da Saúde",705
70520,Bacelo,705
70601,Cabrela,706
70602,Lavre,706
70603,"N Sra do Bispo",706
70604,"N Sra da Vila",706
70605,"Santiago do Escoural",706
70606,"São Cristovão",706
70607,Ciborro,706
70608,"Cortiçadas de Lavre",706
70609,Silveiras,706
70610,"Foros de Vale de Figueira",706
70701,Brotas,707
70702,Cabeção,707
70703,Mora,707
70704,Pavia,707
70801,Granja,708
70802,Luz,708
70803,Mourão,708
70901,Alqueva,709
70902,Amieira,709
70903,"Monte do Trigo",709
70904,Oriola,709
70905,Portel,709
70906,Santana,709
70907,"São Bartolomeu do Outeiro",709
70908,"Vera Cruz",709
71001,Montoito,710
71002,Redondo,710
71101,Campo,711
71102,Corval,711
71103,Monsaraz,711
71104,"Reguengos de Monsaraz",711
71105,Campinho,711
71201,"Vendas Novas",712
71202,Landeira,712
71301,Alcáçovas,713
71302,"Viana do Alentejo",713
71303,Aguiar,713
71401,Bencatel,714
71402,Ciladas,714
71403,"VV Conceição",714
71404,Pardais,714
71405,"VV S Bartolomeu",714
80101,Albufeira,801
80102,Guia,801
80103,Paderne,801
80104,"Olhos de Água",801
80105,Ferreiras,801
80201,Alcoutim,802
80202,Giões,802
80203,"Martim Longo",802
80204,Pereiro,802
80205,Vaqueiros,802
80301,Aljezur,803
80302,Bordeira,803
80303,Odeceixe,803
80304,Rogil,803
80401,Azinhal,804
80402,"Castro Marim",804
80403,Odeleite,804
80404,Altura,804
80501,Conceição,805
80502,Estoi,805
80503,"Santa Barbara de Nexe",805
80504,"F S Pedro",805
80505,"F Sé",805
80506,Montenegro,805
80601,Estombar,806
80602,Ferragudo,806
80603,Lagoa,806
80604,Porches,806
80605,Carvoeiro,806
80606,Parchal,806
80701,"Barão de São João",807
80702,Bensafrim,807
80703,Luz,807
80704,Odiáxere,807
80705,"L Sta Maria",807
80706,"L S Sebastião",807
80801,Almansil,808
80802,Alte,808
80803,Ameixial,808
80804,Boliqueime,808
80805,Quarteira,808
80806,Querença,808
80807,Salir,808
80808,"L S Clemente",808
80809,"L S Sebastião",808
80810,Benafim,808
80811,Tôr,808
80901,Alferce,809
80902,Marmelete,809
80903,Monchique,809
81001,Fuseta,810
81002,Moncarapacho,810
81003,Olhão,810
81004,Pechão,810
81005,Quelfes,810
81101,Alvor,811
81102,"Mexilhoeira Grande",811
81103,Portimão,811
81201,"São Brás de Alportel",812
81301,Alcantarilha,813
81302,Algoz,813
81303,"Armação de Pera",813
81304,Pera,813
81305,"São Bartolomeu de Messines",813
81306,"São Marcos da Serra",813
81307,Silves,813
81308,Tunes,813
81401,Cachopo,814
81402,Conceição,814
81403,Luz,814
81404,"Santa Catarina Fonte do Bispo",814
81405,"T Sta Maria",814
81406,"T Santiago",814
81407,"Santo Estevão",814
81408,"Santa Luzia",814
81409,"Cabanas de Tavira",814
81501,"Barão de São Miguel",815
81502,Budens,815
81503,Raposeira,815
81504,Sagres,815
81505,"Vila do Bispo",815
81601,"Vila Nova de Cacela",816
81602,"Vila Real de Santo Antonio",816
81603,"Monte Gordo",816
90101,"Aguiar da Beira",901
90102,Carapito,901
90103,Cortiçada,901
90104,Coruche,901
90105,Dornelas,901
90106,Eirado,901
90107,Forninhos,901
90108,Gradiz,901
90109,"Pena Verde",901
90110,Pinheiro,901
90111,Sequeiros,901
90112,"Souto de Aguiar da Beira",901
90113,Valverde,901
90201,Ade,902
90202,"Aldeia Nova",902
90203,Almeida,902
90204,Amoreira,902
90205,Azinhal,902
90206,Cabreira,902
90207,"Castelo Bom",902
90208,"Castelo Mendo",902
90209,Freineda,902
90210,Freixo,902
90211,Junça,902
90212,Leomil,902
90213,"Malhada Sorda",902
90214,Malpartida,902
90215,Mesquitela,902
90216,Mido,902
90217,Miuzela,902
90218,"Monte Perobolço",902
90219,"Nave de Haver",902
90220,Naves,902
90221,Parada,902
90222,Peva,902
90223,"Porto de Ovelha",902
90224,"São Pedro de Rio Seco",902
90225,Senouras,902
90226,"Vale de Coelha",902
90227,"Vale da Mula",902
90228,"Vale Verde",902
90229,"Vilar Formoso",902
90301,Açores,903
90302,Baraçal,903
90303,Cadafaz,903
90304,Carrapichana,903
90305,"Cortiço da Serra",903
90306,"Forno Telheiro",903
90307,"Lajeosa do Mondego",903
90308,Linhares,903
90309,"Maçal do Chão",903
90310,Mesquitela,903
90311,Minhocal,903
90312,Prados,903
90313,Rapa,903
90314,Ratoeira,903
90315,Salgueirais,903
90316,"Celorico (Sta Maria)",903
90317,"Celorico (S Pedro)",903
90318,"Vale de Azares",903
90319,Velosa,903
90320,"Vide Entre Vinhas",903
90321,"Vila Boa do Mondego",903
90322,"Casas do Soeiro",903
90401,Algodres,904
90402,Almofala,904
90403,"Castelo Rodrigo",904
90404,"Cinco Vilas",904
90405,Colmeal,904
90406,Escalhão,904
90407,Escarigo,904
90408,"Figueira de Castelo Rodrigo",904
90409,"Freixeda do Torrão",904
90410,"Mata de Lobos",904
90411,"Penha de Águia",904
90412,"Quinta de Pero Martins",904
90413,Reigada,904
90414,"Vale de Afonsinho",904
90415,Vermiosa,904
90416,"Vilar de Amargo",904
90417,"Vilar Torpim",904
90501,Algodres,905
90502,"Casal Vasco",905
90503,Cortiço,905
90504,"Figueiró da Granja",905
90505,"Fornos de Algodres",905
90506,Fuinhas,905
90507,Infias,905
90508,Juncais,905
90509,Maceira,905
90510,Matança,905
90511,Muxagata,905
90512,Queiriz,905
90513,"Sobral Pichorro",905
90514,"Vila Chã",905
90515,"Vila Ruiva",905
90516,"Vila Soeiro do Chão",905
90601,Aldeias,906
90602,Arcozelo,906
90603,Cativelos,906
90604,"Figueiro da Serra",906
90605,Folgosinho,906
90606,"Freixo da Serra",906
90607,Lagarinhos,906
90608,"Mangualde da Serra",906
90609,Melo,906
90610,"Moimenta da Serra",906
90611,Nabais,906
90612,Nespereira,906
90613,"Paços da Serra",906
90614,Ribamondego,906
90615,"Rio Torto",906
90616,"G S Julião",906
90617,"São Paio",906
90618,"G S Pedro",906
90619,"Vila Cortes da Serra",906
90620,"Vila Franca da Serra",906
90621,"Vila Nova de Tazém",906
90622,Vinhó,906
90701,Adão,907
90702,Albardo,907
90703,"Aldeia do Bispo",907
90704,"Aldeia Viçosa",907
90705,Alvendre,907
90706,Arrifana,907
90707,"Avelãs de Ambom",907
90708,"Avelãs da Ribeira",907
90709,Benespera,907
90710,"Carvalhal Meão",907
90711,"Casal de Cinza",907
90712,Castanheira,907
90713,Cavadoude,907
90714,Codesseiro,907
90715,Corujeira,907
90716,Faia,907
90717,Famalicão,907
90718,"Fernão Joanes",907
90719,Gagos,907
90720,Gonçalo,907
90721,"Gonçalo Bocas",907
90722,"João Antão",907
90723,"Maçainhas de Baixo",907
90724,Marmeleiro,907
90725,Meios,907
90726,Mizarela,907
90727,"Monte Margarida",907
90728,"Panoias de Cima",907
90729,Pega,907
90730,"Pera do Moço",907
90731,"Pero Soares",907
90732,"Porto da Carne",907
90733,Pousada,907
90734,Ramela,907
90735,"Ribeira dos Carinhos",907
90736,Rocamondo,907
90737,Rochoso,907
90738,"Santana da Azinha",907
90739,"Jarmelo (S Miguel)",907
90740,"Jarmelo (S Pedro)",907
90741,"G S Vicente",907
90742,"G Sé",907
90743,"Seixo Amarelo",907
90744,"Sobral da Serra",907
90745,Trinta,907
90746,"Vale de Estrela",907
90747,Valhelhas,907
90748,Vela,907
90749,Videmonte,907
90750,"Vila Cortes do Mondego",907
90751,"Vila Fernando",907
90752,"Vila Franca do Deão",907
90753,"Vila Garcia",907
90754,"Vila Soeiro",907
90755,"São Miguel da Guarda",907
90756,"Vale de Amoreira",907
90801,Sameiro,908
90802,"M Sta Maria",908
90803,"M S Pedro",908
90901,Aveloso,909
90902,Barreira,909
90903,Carvalhal,909
90904,Casteição,909
90905,Coriscada,909
90906,"Fonte Longa",909
90907,Longroiva,909
90908,Marialva,909
90909,Meda,909
90910,"Outeiro de Gatos",909
90911,"Pai Penela",909
90912,"Poço do Canto",909
90913,Prova,909
90914,Rabaçal,909
90915,Ranhados,909
90916,"Vale Flor",909
91001,"Alverca da Beira",910
91002,Atalaia,910
91003,Azevo,910
91004,Bogalhal,910
91005,"Bouça Cova",910
91006,Cerejo,910
91007,Cidadelhe,910
91008,"Ervas Tenras",910
91009,Ervedosa,910
91010,Freixedas,910
91011,Gouveia,910
91012,Lamegal,910
91013,Lameiras,910
91014,Manigoto,910
91015,Pala,910
91016,Pereiro,910
91017,Pinhel,910
91018,Pínzio,910
91019,Pomares,910
91020,"Povoa de El-Rei",910
91021,Safurdão,910
91022,"Santa Eufémia",910
91023,Sorval,910
91024,"Souro Pires",910
91025,Valbom,910
91026,"Vale de Madeira",910
91027,Vascoveiro,910
91101,"Águas Belas",911
91102,"Aldeia do Bispo",911
91103,"Aldeia da Ponte",911
91104,"Aldeia da Ribeira",911
91105,"Aldeia de Santo António",911
91106,"Aldeia Velha",911
91107,Alfaiates,911
91108,Badamalos,911
91109,Baraçal,911
91110,Bendada,911
91111,Bismula,911
91112,Casteleiro,911
91113,Cerdeira,911
91114,Foios,911
91115,Forcalhos,911
91116,Lajeosa,911
91117,Lomba,911
91118,Malcata,911
91119,Moita,911
91120,Nave,911
91121,"Pena Lobo",911
91122,"Pousafoles do Bispo",911
91123,Quadrazais,911
91124,"Quintas de São Bartolomeu",911
91125,"Rapoula do Coa",911
91126,Rebolosa,911
91127,Rendo,911
91128,Ruivos,911
91129,Ruvina,911
91130,Sabugal,911
91131,"Santo Estevão",911
91132,"Seixo do Coa",911
91133,Sortelha,911
91134,Souto,911
91135,"Vale das Eguas",911
91136,"Vale de Espinho",911
91137,"Vale Longo",911
91138,"Vila Boa",911
91139,"Vila do Touro",911
91140,"Vilar Maior",911
91201,"Alvoco da Serra",912
91202,Cabeça,912
91203,Carragozela,912
91204,Folhadosa,912
91205,Girabolhos,912
91206,Lajes,912
91207,Loriga,912
91208,Paranhos,912
91209,Pinhanços,912
91210,Sabugueiro,912
91211,Sameice,912
91212,Sandomil,912
91213,"Santa Comba",912
91214,"Santa Eulália",912
91215,"Santa Marinha",912
91216,Santiago,912
91217,"São Martinho",912
91218,"São Romão",912
91219,"Sazes da Beira",912
91220,Seia,912
91221,Teixeira,912
91222,Torrozelo,912
91223,Tourais,912
91224,Travancinha,912
91225,Valezim,912
91226,"Varzea de Meruge",912
91227,Vide,912
91228,"Vila Cova a Coelheira",912
91229,"Lapa dos Dinheiros",912
91301,"Aldeia Nova",913
91302,Carnicães,913
91303,Castanheira,913
91304,Cogula,913
91305,Cótimos,913
91306,Feital,913
91307,Fiães,913
91308,Freches,913
91309,Granja,913
91310,Guilheiro,913
91311,Moimentinha,913
91312,"Moreira de Rei",913
91313,Palhais,913
91314,"Póvoa do Concelho",913
91315,Reboleiro,913
91316,"Rio de Mel",913
91317,"T Sta Maria",913
91318,"T S Pedro",913
91319,"Sebadelhe da Serra",913
91320,"Souto Maior",913
91321,Tamanhos,913
91322,Terrenho,913
91323,"Torre do Terrenho",913
91324,Torres,913
91325,Valdujo,913
91326,"Vale do Seixo",913
91327,"Vila Franca das Naves",913
91328,"Vila Garcia",913
91329,Vilares,913
91401,Almendra,914
91402,"Castelo Melhor",914
91403,Cedovim,914
91404,Chãs,914
91405,Custóias,914
91406,"Freixo de Numão",914
91407,Horta,914
91408,Mós,914
91409,Murça,914
91410,Muxagata,914
91411,Numão,914
91412,"Santa Comba",914
91413,"Santo Amaro",914
91414,Sebadelhe,914
91415,Seixas,914
91416,Touça,914
91417,"Vila Nova de Foz Coa",914
100101,Alcobaça,1001
100102,Alfeizerão,1001
100103,Alpedriz,1001
100104,Bárrio,1001
100105,Benedita,1001
100106,Cela,1001
100107,Coz,1001
100108,"Évora de Alcobaça",1001
100109,Maiorga,1001
100110,Pataias,1001
100111,"Aljubarrota (Prazeres)",1001
100112,"São Martinho do Porto",1001
100113,"Aljubarrota (S Vicente)",1001
100114,Turquel,1001
100115,Vestiaria,1001
100116,Vimeiro,1001
100117,Moita,1001
100118,Martingança,1001
100119,Montes,1001
100201,Almoster,1002
100202,Alvaiázere,1002
100203,"Maçãs de Caminho",1002
100204,"Maçãs de Dona Maria",1002
100205,Pelmá,1002
100206,Pussos,1002
100207,"Rego da Murta",1002
100301,Alvorge,1003
100302,Ansião,1003
100303,Avelar,1003
100304,"Chão de Couce",1003
100305,Lagarteira,1003
100306,Pousaflores,1003
100307,"Santiago da Guarda",1003
100308,"Torre de Vale de Todos",1003
100401,Batalha,1004
100402,"Reguengo do Fetal",1004
100403,"São Mamede",1004
100404,Golpilheira,1004
100501,Bombarral,1005
100502,Carvalhal,1005
100503,Roliça,1005
100504,"Vale Covo",1005
100505,Pó,1005
100601,"A dos Francos",1006
100602,Alvorninha,1006
100603,"CR N Sra do Pópulo",1006
100604,"Carvalhal Benfeito",1006
100605,Coto,1006
100606,"Foz do Arelho",1006
100607,Landal,1006
100608,Nadadouro,1006
100609,"Salir de Matos",1006
100610,"Salir do Porto",1006
100611,"Santa Catarina",1006
100612,"São Gregório",1006
100613,"Serra do Bouro",1006
100614,Tornada,1006
100615,Vidais,1006
100616,"CR Sto Onofre",1006
100701,"Castanheira de Pera",1007
100702,Coentral,1007
100801,Aguda,1008
100802,Arega,1008
100803,Campelo,1008
100804,"Figueiró dos Vinhos",1008
100805,Bairradas,1008
100901,Amor,1009
100902,Arrabal,1009
100903,Azoia,1009
100904,Barosa,1009
100905,Barreira,1009
100906,"Boa Vista",1009
100907,Caranguejeira,1009
100908,Carvide,1009
100909,Coimbrão,1009
100910,Colmeias,1009
100911,Cortes,1009
100912,Leiria,1009
100913,Maceira,1009
100914,Marrazes,1009
100915,Milagres,1009
100916,"Monte Real",1009
100917,"Monte Redondo",1009
100918,Ortigosa,1009
100919,Parceiros,1009
100920,Pousos,1009
100921,"Regueira de Pontes",1009
100922,"Santa Catarina da Serra",1009
100923,"Santa Eufémia",1009
100924,"Souto de Carpalhosa",1009
100925,Bajouca,1009
100926,"Bidoeira de Cima",1009
100927,Memória,1009
100930,Carreira,1009
100931,Chainça,1009
101001,"Marinha Grande",1010
101002,"Vieira de Leiria",1010
101101,Famalicão,1011
101102,Nazaré,1011
101103,"Valado dos Frades",1011
101201,"A dos Negros",1012
101202,Amoreira,1012
101203,"Olho Marinho",1012
101204,"O Sta Maria",1012
101205,"O S Pedro",1012
101206,"Sobral da Lagoa",1012
101207,Vau,1012
101208,Gaeiras,1012
101209,Usseira,1012
101301,Graça,1013
101302,"Pedrogão Grande",1013
101303,"Vila Facaia",1013
101401,"P Ajuda",1014
101402,"Atouguia da Baleia",1014
101403,"P Conceição",1014
101404,"P S Pedro",1014
101405,"Serra d¿El-Rei",1014
101406,Ferrel,1014
101501,Abiul,1015
101502,"Albergaria dos Doze",1015
101503,Almagreira,1015
101504,Carnide,1015
101505,Carriço,1015
101506,Louriçal,1015
101507,"Mata Mourisca",1015
101508,Pelariga,1015
101509,Pombal,1015
101510,Redinha,1015
101511,"Santiago de Litém",1015
101512,"São Simão de Litém",1015
101513,Vermoil,1015
101514,"Vila Cã",1015
101515,Meirinhas,1015
101516,Guia,1015
101517,Ilha,1015
101601,Alcaria,1016
101602,"Alqueidão da Serra",1016
101603,Alvados,1016
101604,Arrimal,1016
101605,"Calvaria de Cima",1016
101606,Juncal,1016
101607,Mendiga,1016
101608,"Mira de Aire",1016
101609,Pedreiras,1016
101610,"São Bento",1016
101611,"PM S João Baptista",1016
101612,"PM S Pedro",1016
101613,"Serro Ventoso",1016
110101,Abrigada,1101
110102,"Aldeia Galega da Merceana",1101
110103,"Aldeia Gavinha",1101
110104,"Cabanas de Torres",1101
110105,Cadafais,1101
110106,Carnota,1101
110107,Meca,1101
110108,Olhalvo,1101
110109,Ota,1101
110110,"Pereiro de Palhacana",1101
110111,"A Sto Estevão",1101
110112,"A Triana",1101
110113,Ventosa,1101
110114,"Vila Verde dos Francos",1101
110115,Carregado,1101
110116,Ribafria,1101
110201,Arranhó,1102
110202,"Arruda dos Vinhos",1102
110203,Cardosas,1102
110204,"Santiago dos Velhos",1102
110301,Alcoentre,1103
110302,"Aveiras de Baixo",1103
110303,"Aveiras de Cima",1103
110304,Azambuja,1103
110305,"Manique do Intendente",1103
110306,"Vale do Paraiso",1103
110307,"Vila Nova da Rainha",1103
110308,"Vila Nova de São Pedro",1103
110309,Maçussa,1103
110401,Alguber,1104
110402,Cadaval,1104
110403,Cercal,1104
110404,Figueiros,1104
110405,Lamas,1104
110406,Painho,1104
110407,Peral,1104
110408,"Pero Moniz",1104
110409,Vermelha,1104
110410,Vilar,1104
110501,Alcabideche,1105
110502,Carcavelos,1105
110503,Cascais,1105
110504,Estoril,1105
110505,Parede,1105
110506,"São Domingos de Rana",1105
110601,Ajuda,1106
110602,Alcantara,1106
110603,"Alto do Pina",1106
110604,Alvalade,1106
110605,Ameixoeira,1106
110606,Anjos,1106
110607,Beato,1106
110608,Benfica,1106
110609,"Campo Grande",1106
110610,Campolide,1106
110611,Carnide,1106
110612,Castelo,1106
110613,Charneca,1106
110614,"Coração de Jesus",1106
110615,Encarnação,1106
110616,Graça,1106
110617,Lapa,1106
110618,Lumiar,1106
110619,Madalena,1106
110620,Mártires,1106
110621,Marvila,1106
110622,Merces,1106
110623,"N Sra de Fátima",1106
110624,Pena,1106
